"search_type","search_term","match_term","match_path","keyword_list_name"
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2322.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2321.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2320.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r232.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2319.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2318.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2317.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2316.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2353.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2352.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2351.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2350.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r235.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2349.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2347.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2346.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2345.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2344.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2343.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2342.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2341.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2340.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r234.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2339.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2338.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2337.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2336.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2335.txt",""
"regex","(air|heli)port","heliport","/vol_vol2/data/relevant/r4818.txt",""
"regex","(air|heli)port","heliport","/vol_vol2/data/relevant/r790.txt",""
"regex","(air|heli)port","heliport","/vol_vol2/data/relevant/r2893.txt",""
"regex","(air|heli)port","heliport","/vol_vol2/data/relevant/r3111.txt",""
"regex","(air|heli)port","heliport","/vol_vol2/data/relevant/r100.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2365.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2364.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2363.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2362.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2361.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2360.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r236.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2359.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2358.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2357.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2355.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2354.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r1989.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2310.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r231.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2309.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2308.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2307.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2306.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2305.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2304.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2303.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3020.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r302.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3022.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3021.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3017.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3016.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3019.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3018.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3014.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3012.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3015.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r301.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3009.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3011.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3010.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3006.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3008.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3007.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3041.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3040.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3043.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3042.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3038.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3037.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r304.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3039.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3036.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3035.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3034.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3030.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r303.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3033.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3032.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3027.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3026.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3029.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3028.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3025.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3024.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3023.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3062.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3061.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3059.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3058.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3060.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r306.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3055.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3054.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3057.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3056.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3052.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3051.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3053.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3048.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3047.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3050.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3049.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3044.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3046.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3045.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3080.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r308.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3082.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3081.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3077.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3076.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3079.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3078.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3075.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3074.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3073.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3070.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r307.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3072.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3071.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3066.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3065.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3069.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3067.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3064.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3101.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3100.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3099.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3098.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r310.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r31.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3095.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3094.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3097.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3096.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3091.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3090.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3093.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3088.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3087.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r309.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3089.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3083.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3085.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r3084.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2662.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2661.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2659.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2658.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2660.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r266.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2655.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2653.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2657.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2656.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2651.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2650.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2652.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2648.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2647.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r265.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2649.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2644.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2646.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2645.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r268.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2679.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2681.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2680.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2676.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2675.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2678.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2677.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2674.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2673.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2671.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2669.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2668.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2670.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r267.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2665.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2664.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2667.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2666.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2663.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r270.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r27.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2697.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2696.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2699.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2698.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2693.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2692.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2695.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2694.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r269.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2689.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2691.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2686.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2685.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2688.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2687.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2682.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2684.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2683.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2717.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2716.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2719.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2718.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2713.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2712.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2715.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2714.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2711.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2710.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r271.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2706.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2705.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2709.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2707.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2702.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2701.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2704.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2703.txt",""
"regex","(air|heli)port","airport","/vol_vol2/data/relevant/r2700.txt",""
